Employeeid,Age,Experience,EducationField,City,Department,Job_Title,Gender,NumCompaniesWorked,Attrition,Attrition_num
127167,63,0,MBA/PGDM,Bangalore,Support,Senior Lead Engineer ,Male,6,No,0
127168,27,0,B.Tech/B.E.,Kolkata,Human Resources,Engineer  ,Male,6,No,0
127169,28,0,M.Tech/M.E.,Ahmedabad,Human Resources,Engineer  ,Male,1,No,0
127170,34,0,MBA/PGDM,Hyderabad,Human Resources,Project Manager ,Male,1,No,0
127171,62,0,MBA/PGDM,Hyderabad,Human Resources,Senior Engineer ,Male,4,No,0
127172,50,0,Ph.D/Doctorate,Hyderabad,Human Resources,Lead Engineer ,Male,2,No,0
127173,24,0,Ph.D/Doctorate,Ahmedabad,Research and Development,Associate Engineer ,Male,1,No,0
127174,24,0,M.Tech/M.E.,Chennai,Engineering,Engineer  ,Male,1,No,0
127175,24,0,Ph.D/Doctorate,Ahmedabad,Engineering,Engineer  ,Male,2,No,0
127176,55,0,M.Tech/M.E.,Bangalore,Services,Senior Engineer ,Male,3,No,0
127177,23,0,MBA/PGDM,Kolkata,Engineering,Engineer  ,Male,2,No,0
127178,53,0,M.Tech/M.E.,Kolkata,Human Resources,Lead Engineer  ,Female,2,No,0
127179,63,0,Other degrees,Delhi,Human Resources,Engineer ,Male,1,Yes,1
127180,49,0,M.Tech/M.E.,Chennai,Research and Development,Lead Engineer ,Male,1,No,0
127181,22,0,MBA/PGDM,Bangalore,Research and Development,Associate Engineer ,Male,2,No,0
127183,40,0,B.Tech/B.E.,Delhi,Services,Senior Engineer ,Male,1,Yes,1
127241,49,0,Ph.D/Doctorate,Chennai,Engineering,Associate Vice President,Male,3,No,0
127243,45,0,Ph.D/Doctorate,Chennai,Accounting,Project Manager ,Male,6,No,0
127265,52,0,Ph.D/Doctorate,Delhi,Sales,Lead Engineer ,Male,3,No,0
127266,26,0,MBA/PGDM,Chennai,Training,Associate Engineer ,Male,5,No,0
127267,51,0,B.Tech/B.E.,Kolkata,Marketing,Deputy Manager ,Female,1,No,0
127268,58,0,Other degrees,Bangalore,Human Resources,Engineer ,Male,2,No,0
127270,67,0,B.Tech/B.E.,Kolkata,Accounting,Senior Engineer ,Male,2,No,0
127334,29,0,MBA/PGDM,Hyderabad,Accounting,Engineer  ,Male,7,No,0
127335,27,0,M.Tech/M.E.,Bangalore,Product Management,Engineer  ,Male,7,No,0
127362,57,0,M.Tech/M.E.,Delhi,Research and Development,Senior Engineer ,Male,3,No,0
127365,27,0,MBA/PGDM,Delhi,Human Resources,Engineer  ,Male,1,No,0
127366,22,1,Other degrees,Delhi,Training,Associate Engineer ,Male,1,No,0
127368,23,0,Other degrees,Hyderabad,Services,Associate Engineer  ,Male,5,No,0
127369,22,0,Other degrees,Bangalore,Training,Associate Engineer ,Male,2,No,0
127370,22,0,MBA/PGDM,Bangalore,Human Resources,Associate Engineer  ,Female,7,Yes,1
127371,35,0,B.Tech/B.E.,Bangalore,Marketing,Senior Engineer ,Male,2,No,0
127436,35,0,Ph.D/Doctorate,Kolkata,Services,Project Manager ,Female,7,No,0
127437,38,0,M.Tech/M.E.,Chennai,Accounting,Lead Engineer ,Male,5,No,0
127453,28,0,MBA/PGDM,Delhi,Sales,Associate Engineer ,Female,2,No,0
127454,29,0,M.Tech/M.E.,Ahmedabad,Business Development,Engineer ,Female,6,No,0
127455,26,0,M.Tech/M.E.,Delhi,Training,Engineer ,Male,3,No,0
127457,29,0,Other degrees,Chennai,Human Resources,Senior Engineer ,Male,4,Yes,1
127458,38,0,Ph.D/Doctorate,Mumbai,Sales,Engineer ,Male,1,No,0
127459,25,0,M.Tech/M.E.,Hyderabad,Sales,Engineer ,Male,7,No,0
127460,28,0,B.Tech/B.E.,Mumbai,Business Development,Engineer  ,Female,3,No,0
127461,34,0,Ph.D/Doctorate,Kolkata,Training,Associate Engineer ,Male,5,No,0
127467,42,0,Other degrees,Hyderabad,Business Development,Senior Engineer ,Male,4,No,0
127468,30,0,MBA/PGDM,Ahmedabad,Marketing,Engineer ,Male,6,No,0
127469,21,0,MBA/PGDM,Kolkata,Human Resources,Associate Engineer  ,Male,1,No,0
127590,67,0,MBA/PGDM,Kolkata,Training,Senior Lead Engineer ,Male,3,No,0
127591,23,0,Other degrees,Bangalore,Services,Senior Engineer ,Male,7,No,0
127594,30,0,M.Tech/M.E.,Hyderabad,Research and Development,Lead Engineer ,Male,1,No,0
127595,23,0,Ph.D/Doctorate,Delhi,Human Resources,Senior Engineer ,Male,6,No,0
127596,31,0,Ph.D/Doctorate,Kolkata,Research and Development,Officer  ,Female,1,No,0
127597,56,0,MBA/PGDM,Kolkata,Accounting,Lead Engineer  ,Male,2,No,0
127652,26,0,Ph.D/Doctorate,Kolkata,Sales,Senior Engineer ,Female,5,Yes,1
127653,45,0,Other degrees,Hyderabad,Business Development,Senior Engineer ,Male,3,No,0
127654,60,0,MBA/PGDM,Delhi,Business Development,Senior Engineer ,Male,5,No,0
127684,63,0,B.Tech/B.E.,Chennai,Sales,Senior Engineer ,Female,7,No,0
127686,25,0,Other degrees,Hyderabad,Sales,Engineer ,Male,3,No,0
127687,22,0,M.Tech/M.E.,Mumbai,Human Resources,Engineer ,Male,5,No,0
127688,48,0,B.Tech/B.E.,Delhi,Research and Development,Lead Engineer ,Male,2,No,0
127690,31,0,Other degrees,Ahmedabad,Sales,Engineer ,Male,3,No,0
127691,55,0,Ph.D/Doctorate,Bangalore,Services,Senior Engineer ,Male,7,No,0
127693,50,0,MBA/PGDM,Bangalore,Services,Senior Engineer  ,Male,6,No,0
127694,43,0,Ph.D/Doctorate,Hyderabad,Research and Development,Lead Engineer ,Male,6,No,0
127695,38,0,B.Tech/B.E.,Delhi,Sales,Engineer  ,Male,2,No,0
127697,32,0,Other degrees,Ahmedabad,Human Resources,Senior Engineer ,Male,4,No,0
127698,30,0,B.Tech/B.E.,Delhi,Business Development,Senior Engineer ,Male,3,No,0
127699,53,6,M.Tech/M.E.,Bangalore,Sales,Lead Engineer ,Male,5,No,0
127735,41,0,M.Tech/M.E.,Chennai,Marketing,Lead Engineer ,Male,1,No,0
127742,33,0,MBA/PGDM,Bangalore,Accounting,Lead Engineer ,Female,2,No,0
127777,54,0,MBA/PGDM,Hyderabad,Training,Lead Engineer ,Male,3,No,0
127778,20,0,MBA/PGDM,Chennai,Product Management,Associate Engineer  ,Male,2,No,0
127779,21,0,Other degrees,Bangalore,Product Management,Associate Engineer  ,Male,6,No,0
127780,22,0,MBA/PGDM,Hyderabad,Product Management,Associate Engineer  ,Female,5,No,0
127781,20,0,B.Tech/B.E.,Bangalore,Product Management,Associate Engineer  ,Female,2,No,0
127782,19,0,M.Tech/M.E.,Kolkata,Support,Associate Engineer  ,Male,4,No,0
127783,23,0,Ph.D/Doctorate,Hyderabad,Support,Engineer ,Male,5,No,0
127784,53,0,Other degrees,Ahmedabad,Legal,Lead Engineer ,Male,5,No,0
127785,30,0,Other degrees,Chennai,Human Resources,Engineer ,Male,1,No,0
127786,36,0,MBA/PGDM,Hyderabad,Sales,Senior Engineer ,Male,6,No,0
127787,37,0,M.Tech/M.E.,Bangalore,Marketing,Deputy Manager ,Female,6,No,0
127788,37,0,Other degrees,Delhi,Research and Development,Senior Engineer ,Male,6,No,0
127789,26,0,Other degrees,Kolkata,Sales,Engineer  ,Male,4,No,0
127795,37,0,M.Tech/M.E.,Hyderabad,Marketing,Lead Engineer ,Male,1,No,0
127796,52,0,B.Tech/B.E.,Bangalore,Research and Development,Senior Lead Engineer ,Male,7,No,0
127797,20,0,Other degrees,Ahmedabad,Product Management,Associate Engineer  ,Male,5,No,0
127831,29,0,Other degrees,Hyderabad,Accounting,Lead Engineer ,Male,2,No,0
127856,27,4,Other degrees,Hyderabad,Product Management,Senior Engineer ,Male,2,No,0
127857,31,0,Ph.D/Doctorate,Bangalore,Training,Engineer ,Male,1,No,0
127859,26,0,B.Tech/B.E.,Bangalore,Sales,Engineer ,Male,7,No,0
127860,40,0,Ph.D/Doctorate,Hyderabad,Human Resources,Lead Engineer ,Male,2,No,0
127862,57,0,MBA/PGDM,Bangalore,Business Development,Senior Engineer ,Male,2,No,0
127863,56,0,M.Tech/M.E.,Kolkata,Business Development,Lead Engineer ,Male,1,No,0
127864,29,0,Other degrees,Chennai,Services,Lead Engineer ,Male,1,No,0
127865,25,0,B.Tech/B.E.,Chennai,Services,Senior Engineer  ,Male,1,No,0
127867,39,0,Other degrees,Hyderabad,Legal,Project Manager ,Female,1,No,0
127868,32,0,M.Tech/M.E.,Hyderabad,Accounting,Project Leader ,Male,2,No,0
127989,53,0,Other degrees,Delhi,Support,General Manager ,Male,3,No,0
127991,46,0,Ph.D/Doctorate,Kolkata,Marketing,Deputy Manager ,Male,2,No,0
128013,66,0,B.Tech/B.E.,Kolkata,Human Resources,Senior Engineer ,Female,3,No,0
128014,24,0,MBA/PGDM,Chennai,Sales,Engineer ,Male,2,No,0
128015,56,0,B.Tech/B.E.,Bangalore,Marketing,Project Leader ,Female,2,No,0
128016,55,0,M.Tech/M.E.,Hyderabad,Engineering,Project Leader ,Female,1,No,0
128018,28,0,MBA/PGDM,Mumbai,Human Resources,Senior Engineer ,Male,1,No,0
128019,22,0,Other degrees,Hyderabad,Sales,Engineer  ,Male,1,No,0
128020,29,0,Other degrees,Hyderabad,Human Resources,Lead Engineer ,Female,3,No,0
128034,27,0,M.Tech/M.E.,Chennai,Accounting,Senior Engineer ,Female,1,No,0
128035,28,0,Other degrees,Ahmedabad,Marketing,Project Manager ,Female,2,No,0
128036,51,0,MBA/PGDM,Ahmedabad,Accounting,Senior Lead Engineer ,Male,1,No,0
128037,46,0,Other degrees,Kolkata,Research and Development,Senior Engineer ,Male,2,No,0
128056,27,0,B.Tech/B.E.,Delhi,Marketing,Lead Engineer ,Male,3,No,0
128058,24,0,MBA/PGDM,Chennai,Sales,Associate Engineer ,Male,1,No,0
128059,35,0,B.Tech/B.E.,Kolkata,Sales,Engineer  ,Male,1,No,0
128061,26,0,Other degrees,Bangalore,Research and Development,Senior Engineer ,Male,2,No,0
128062,22,0,Ph.D/Doctorate,Bangalore,Engineering,Engineer  ,Male,3,No,0
128063,34,0,M.Tech/M.E.,Chennai,Sales,Senior Engineer  ,Male,3,No,0
128064,52,0,B.Tech/B.E.,Bangalore,Sales,Senior Engineer  ,Male,3,No,0
128065,60,0,MBA/PGDM,Hyderabad,Sales,Senior Engineer  ,Male,3,No,0
128066,24,0,Ph.D/Doctorate,Hyderabad,Business Development,Associate Engineer ,Male,1,No,0
128067,55,0,M.Tech/M.E.,Hyderabad,Services,Lead Engineer ,Male,3,No,0
128068,50,0,M.Tech/M.E.,Hyderabad,Sales,Lead Engineer ,Male,6,No,0
128095,34,0,B.Tech/B.E.,Mumbai,Sales,Project Leader ,Male,5,No,0
128097,30,0,Other degrees,Mumbai,Business Development,Lead Engineer ,Male,3,No,0
128099,36,0,M.Tech/M.E.,Kolkata,Marketing,Program Manager ,Male,1,No,0
128107,27,0,B.Tech/B.E.,Chennai,Product Management,Senior Engineer ,Male,2,No,0
128123,49,0,Ph.D/Doctorate,Ahmedabad,Services,Lead Engineer ,Male,7,No,0
128124,27,0,MBA/PGDM,Ahmedabad,Legal,Senior Lead Engineer ,Male,7,No,0
128127,34,0,M.Tech/M.E.,Delhi,Business Development,Senior Engineer ,Male,1,No,0
128128,42,0,B.Tech/B.E.,Chennai,Human Resources,Senior Engineer ,Male,4,No,0
128129,26,0,Other degrees,Chennai,Business Development,Engineer ,Female,6,No,0
128130,55,0,MBA/PGDM,Ahmedabad,Research and Development,Senior Engineer ,Male,4,No,0
128131,40,0,Other degrees,Kolkata,Engineering,Project Leader ,Female,2,No,0
128133,48,0,Other degrees,Hyderabad,Product Management,Lead Engineer ,Male,4,No,0
128134,34,0,M.Tech/M.E.,Hyderabad,Product Management,Lead Engineer ,Female,7,No,0
128179,56,8,MBA/PGDM,Hyderabad,Business Development,Engineer  ,Female,3,No,0
128180,35,0,Ph.D/Doctorate,Delhi,Business Development,Associate Engineer  ,Male,1,No,0
128181,64,0,M.Tech/M.E.,Bangalore,Human Resources,Lead Engineer ,Male,4,No,0
128191,61,0,Other degrees,Ahmedabad,Human Resources,Project Leader ,Male,1,No,0
128192,21,2,M.Tech/M.E.,Hyderabad,Support,Associate Engineer  ,Male,7,No,0
128193,21,2,Other degrees,Chennai,Support,Associate Engineer  ,Male,7,No,0
128194,44,0,M.Tech/M.E.,Chennai,Sales,Engineer ,Male,2,No,0
128195,48,0,M.Tech/M.E.,Delhi,Engineering,Engineer  ,Female,3,No,0
128196,60,0,MBA/PGDM,Bangalore,Engineering,Senior Engineer  ,Female,7,No,0
128197,44,0,MBA/PGDM,Bangalore,Engineering,Associate Engineer  ,Female,4,No,0
128200,51,0,B.Tech/B.E.,Hyderabad,Services,Engineer ,Female,4,No,0
128372,27,0,M.Tech/M.E.,Kolkata,Business Development,Associate Engineer  ,Male,1,No,0
128373,27,0,Ph.D/Doctorate,Chennai,Research and Development,Senior Engineer ,Male,5,No,0
128374,22,0,M.Tech/M.E.,Chennai,Human Resources,Associate Engineer  ,Male,2,No,0
128375,53,0,Ph.D/Doctorate,Bangalore,Human Resources,Senior Engineer ,Male,4,No,0
128376,23,0,Ph.D/Doctorate,Chennai,Research and Development,Associate Engineer ,Male,7,No,0
128377,23,0,Ph.D/Doctorate,Delhi,Sales,Engineer ,Female,4,No,0
128378,27,0,M.Tech/M.E.,Hyderabad,Services,Engineer ,Male,4,No,0
128379,41,0,Ph.D/Doctorate,Hyderabad,Business Development,Senior Engineer ,Male,3,No,0
128381,25,0,Ph.D/Doctorate,Bangalore,Services,Engineer ,Male,3,No,0
128382,34,0,B.Tech/B.E.,Hyderabad,Engineering,Engineer  ,Female,6,No,0
128385,41,0,B.Tech/B.E.,Hyderabad,Engineering,Lead Engineer  ,Male,4,No,0
128477,41,0,Ph.D/Doctorate,Hyderabad,Marketing,Project Manager ,Male,6,No,0
128485,56,0,Ph.D/Doctorate,Hyderabad,Human Resources,Lead Engineer ,Male,5,No,0
128487,48,0,Other degrees,Chennai,Human Resources,Technical Lead ,Male,2,No,0
128488,28,0,M.Tech/M.E.,Ahmedabad,Training,Technical Manager ,Male,4,No,0
128489,38,0,Other degrees,Hyderabad,Sales,Senior Engineer ,Female,2,No,0
128490,25,0,M.Tech/M.E.,Ahmedabad,Engineering,Associate Engineer  ,Female,3,No,0
128491,33,0,Other degrees,Mumbai,Engineering,Engineer  ,Female,1,No,0
128492,34,0,MBA/PGDM,Ahmedabad,Research and Development,Senior Engineer ,Male,4,No,0
128494,35,0,Other degrees,Bangalore,Training,Engineer  ,Male,1,No,0
128505,28,0,M.Tech/M.E.,Kolkata,Business Development,Senior Lead Engineer ,Male,1,No,0
128509,38,0,Ph.D/Doctorate,Hyderabad,Business Development,Senior Manager ,Male,2,No,0
128573,55,0,Ph.D/Doctorate,Hyderabad,Business Development,Engineer  ,Male,3,No,0
128582,23,0,B.Tech/B.E.,Chennai,Business Development,Associate Engineer  ,Male,1,No,0
128584,23,0,B.Tech/B.E.,Bangalore,Sales,Associate Engineer ,Male,4,No,0
128586,36,0,M.Tech/M.E.,Hyderabad,Engineering,Engineer  ,Female,4,No,0
128587,47,0,MBA/PGDM,Mumbai,Engineering,Engineer  ,Female,6,No,0
128588,35,0,Other degrees,Chennai,Services,Senior Engineer  ,Female,1,No,0
128589,62,0,Other degrees,Delhi,Research and Development,Senior Lead Engineer ,Male,2,No,0
128622,34,0,Other degrees,Kolkata,Legal,Lead Engineer ,Male,6,No,0
